Current (A),Voltage_B1(V),Voltage_B2(V),Voltage_B3(V)
1.653193,4.074620,4.125780,4.178679
1.654015,4.073796,4.125780,4.177016
1.654015,4.072148,4.124124,4.175354
1.654015,4.074620,4.125780,4.177016
1.654015,4.075444,4.125780,4.177848
1.652370,4.074620,4.125780,4.177016
1.654837,4.073796,4.124124,4.175354
1.654015,4.072972,4.124952,4.175354
1.653193,4.074620,4.125780,4.177848
1.654015,4.074620,4.125780,4.178679
1.653193,4.073796,4.125780,4.177016
1.654837,4.072972,4.124124,4.175354
1.654015,4.073796,4.125780,4.176185
1.653193,4.075444,4.125780,4.178679
1.653193,4.073796,4.124952,4.177016
1.654837,4.072972,4.124124,4.175354
1.654015,4.073796,4.124952,4.176185
1.653193,4.073796,4.125780,4.177848
1.653193,4.074620,4.125780,4.177848
1.653193,4.072972,4.124124,4.175354
1.654837,4.072148,4.124124,4.176185
1.654015,4.074620,4.126608,4.177848
1.654015,4.074620,4.126608,4.178679
1.654015,4.073796,4.125780,4.176185
1.654015,4.072972,4.124952,4.176185
1.654015,4.073796,4.125780,4.177016
1.653193,4.074620,4.126608,4.177848
1.654837,4.073796,4.125780,4.177016
1.654015,4.072148,4.124124,4.174523
1.654015,4.073796,4.125780,4.176185
1.654015,4.074620,4.126608,4.177848
1.653193,4.074620,4.126608,4.177016
1.654837,4.072148,4.124124,4.174523
1.654015,4.072972,4.124952,4.175354
1.654015,4.074620,4.126608,4.177016
1.653193,4.073796,4.126608,4.177016
1.654837,4.073796,4.125780,4.177016
1.654015,4.072148,4.124124,4.175354
1.654015,4.072972,4.124952,4.176185
1.653193,4.074620,4.125780,4.177848
1.653193,4.073796,4.125780,4.177016
1.653193,4.072148,4.124124,4.174523
1.654837,4.072148,4.124952,4.175354
1.653193,4.073796,4.125780,4.177016
1.652370,4.074620,4.126608,4.177016
1.653193,4.072972,4.124952,4.174523
1.654015,4.072148,4.124952,4.174523
1.652370,4.072972,4.125780,4.176185
1.653193,4.073796,4.126608,4.176185
1.654015,4.073796,4.125780,4.177016
1.654837,4.072148,4.124124,4.174523
1.653193,4.072148,4.124124,4.175354
1.653193,4.073796,4.125780,4.177016
1.653193,4.073796,4.126608,4.176185
1.654015,4.072148,4.124952,4.174523
1.653193,4.071323,4.124124,4.174523
1.653193,4.073796,4.126608,4.177016
1.653193,4.073796,4.125780,4.176185
1.653193,4.072972,4.124952,4.175354
1.653193,4.071323,4.124124,4.173692
1.653193,4.072972,4.124952,4.175354
1.653193,4.074620,4.126608,4.177016
1.652370,4.073796,4.125780,4.176185
1.654837,4.072972,4.124124,4.173692
1.654015,4.072148,4.124124,4.173692
1.652370,4.074620,4.125780,4.177016
1.653193,4.074620,4.125780,4.177016
1.653193,4.072148,4.123296,4.174523
1.654015,4.071323,4.123296,4.174523
1.652370,4.074620,4.125780,4.177016
1.653193,4.073796,4.125780,4.177016
1.652370,4.072148,4.124124,4.174523
1.654015,4.072148,4.123296,4.175354
1.652370,4.072972,4.125780,4.176185
1.653193,4.073796,4.125780,4.177016
1.652370,4.073796,4.125780,4.177016
1.654015,4.072148,4.124124,4.174523
1.652370,4.072972,4.124124,4.175354
1.653193,4.073796,4.124952,4.176185
1.653193,4.073796,4.125780,4.176185
1.653193,4.073796,4.124952,4.176185
1.654015,4.072148,4.123296,4.174523
1.653193,4.072148,4.124124,4.175354
1.653193,4.073796,4.124952,4.177848
1.652370,4.073796,4.124952,4.177848
1.653193,4.072148,4.124124,4.176185
1.654015,4.071323,4.123296,4.175354
1.652370,4.073796,4.124952,4.177016
1.653193,4.073796,4.125780,4.177016
1.652370,4.072148,4.124124,4.176185
1.654015,4.071323,4.123296,4.175354
1.653193,4.071323,4.124124,4.176185
1.653193,4.073796,4.125780,4.177848
1.654015,4.073796,4.125780,4.177848
1.654015,4.072148,4.123296,4.175354
1.654015,4.072148,4.123296,4.175354
1.652370,4.073796,4.124124,4.176185
1.652370,4.073796,4.125780,4.177016
1.653193,4.072972,4.124124,4.177016
1.654015,4.072148,4.123296,4.175354
1.654015,4.072148,4.123296,4.175354
1.653193,4.072972,4.124124,4.176185
1.652370,4.074620,4.124952,4.176185
1.653193,4.073796,4.124952,4.177016
1.654837,4.072148,4.123296,4.175354
1.654015,4.072148,4.123296,4.174523
1.654015,4.073796,4.124952,4.177016
1.652370,4.073796,4.124952,4.177016
1.654837,4.072972,4.123296,4.175354
1.653193,4.072148,4.123296,4.175354
1.654015,4.073796,4.124124,4.176185
1.654015,4.073796,4.124952,4.176185
1.653193,4.073796,4.125780,4.177848
1.654015,4.071323,4.124124,4.174523
1.654837,4.071323,4.123296,4.175354
1.653193,4.072148,4.124952,4.177016
1.654015,4.073796,4.125780,4.177848
1.653193,4.073796,4.125780,4.177016
1.654015,4.072148,4.123296,4.174523
1.654015,4.072148,4.123296,4.174523
1.653193,4.073796,4.124952,4.177016
1.653193,4.073796,4.124952,4.176185
1.653193,4.072972,4.124124,4.176185
1.654015,4.072148,4.123296,4.174523
1.653193,4.072148,4.124124,4.175354
1.654015,4.073796,4.125780,4.177016
1.653193,4.072972,4.125780,4.177016
1.654015,4.072148,4.124124,4.175354
1.654015,4.071323,4.123296,4.174523
1.653193,4.072972,4.124952,4.176185
1.653193,4.073796,4.125780,4.177016
1.653193,4.073796,4.125780,4.177016
1.653193,4.072148,4.123296,4.175354
1.654015,4.072148,4.123296,4.176185
1.653193,4.073796,4.124124,4.177016
1.654015,4.073796,4.124124,4.177848
1.654015,4.072972,4.124124,4.177016
1.653193,4.071323,4.123296,4.174523
1.654015,4.072148,4.123296,4.175354
1.653193,4.073796,4.124952,4.177016
1.653193,4.073796,4.125780,4.177848
1.654015,4.072972,4.124952,4.176185
1.654837,4.071323,4.123296,4.174523
1.654015,4.072972,4.124952,4.176185
1.653193,4.073796,4.125780,4.177016
1.652370,4.073796,4.125780,4.177016
1.654015,4.072972,4.124124,4.175354
1.654015,4.071323,4.123296,4.174523
1.654015,4.072148,4.124124,4.176185
1.654015,4.073796,4.124952,4.177016
1.653193,4.073796,4.125780,4.177016
1.654837,4.071323,4.123296,4.174523
1.653193,4.071323,4.124124,4.174523
1.654015,4.073796,4.125780,4.176185
1.653193,4.073796,4.125780,4.176185
1.654015,4.072972,4.124952,4.175354
1.654015,4.071323,4.123296,4.174523
1.653193,4.072972,4.124124,4.176185
1.654015,4.072972,4.124124,4.176185
1.654015,4.073796,4.124952,4.177016
1.654015,4.071323,4.124124,4.175354
1.654015,4.071323,4.123296,4.174523
1.654837,4.072148,4.123296,4.175354
1.653193,4.072972,4.124952,4.177016
1.654015,4.073796,4.125780,4.177016
1.654015,4.072148,4.124124,4.175354
1.654837,4.071323,4.123296,4.174523
1.654015,4.072148,4.123296,4.175354
1.653193,4.073796,4.124952,4.177016
1.653193,4.072972,4.125780,4.177016
1.654015,4.071323,4.123296,4.175354
1.654015,4.071323,4.123296,4.174523
1.654015,4.072148,4.124952,4.175354
1.652370,4.072972,4.125780,4.176185
1.654015,4.073796,4.125780,4.176185
1.654837,4.071323,4.123296,4.174523
1.654837,4.071323,4.124124,4.174523
1.654015,4.072148,4.124952,4.176185
1.653193,4.072972,4.125780,4.177016
1.654015,4.073796,4.125780,4.176185
1.654015,4.071323,4.123296,4.173692
1.654015,4.071323,4.123296,4.174523
1.653193,4.073796,4.124952,4.177016
1.654015,4.073796,4.124952,4.177016
1.654837,4.072972,4.124124,4.176185
1.654837,4.072148,4.123296,4.174523
1.654015,4.072972,4.123296,4.175354
1.654015,4.073796,4.124124,4.177848
1.653193,4.073796,4.124952,4.177016
1.654015,4.071323,4.123296,4.175354
1.654837,4.071323,4.123296,4.174523
1.654015,4.072148,4.123296,4.175354
1.654015,4.072972,4.124124,4.176185
1.654015,4.072972,4.124124,4.176185
1.654015,4.071323,4.122468,4.175354
1.654015,4.071323,4.121640,4.174523
1.654015,4.071323,4.122468,4.174523
1.653193,4.073796,4.124952,4.177016
1.654015,4.073796,4.123296,4.176185
1.654837,4.071323,4.121640,4.174523
1.654015,4.071323,4.121640,4.174523
1.654015,4.072972,4.123296,4.176185
1.653193,4.072972,4.124124,4.177016
1.654837,4.072148,4.123296,4.176185
1.654015,4.071323,4.121640,4.173692
1.654015,4.071323,4.121640,4.173692
1.653193,4.073796,4.123296,4.176185
1.653193,4.073796,4.124124,4.176185
1.654015,4.071323,4.122468,4.174523
1.654837,4.071323,4.121640,4.173692
1.654015,4.071323,4.121640,4.174523
1.653193,4.073796,4.124124,4.177016
1.654015,4.073796,4.123296,4.176185
1.653193,4.071323,4.121640,4.174523
1.654837,4.071323,4.121640,4.174523
1.654015,4.072148,4.123296,4.176185
1.654837,4.073796,4.124124,4.177016
1.654837,4.072148,4.123296,4.176185
1.654837,4.070499,4.122468,4.173692
1.654015,4.070499,4.122468,4.174523
1.654015,4.072148,4.123296,4.176185
1.653193,4.072972,4.124124,4.177848
1.654015,4.072972,4.123296,4.176185
1.654837,4.072148,4.122468,4.174523
1.654837,4.071323,4.123296,4.175354
1.654837,4.073796,4.124952,4.177848
1.654015,4.072972,4.124124,4.176185
1.654837,4.071323,4.122468,4.174523
1.654837,4.071323,4.122468,4.174523
1.654837,4.072972,4.123296,4.176185
1.654015,4.073796,4.124952,4.176185
1.654837,4.071323,4.123296,4.174523
1.654837,4.071323,4.123296,4.174523
1.654015,4.071323,4.123296,4.174523
1.654015,4.072972,4.124952,4.176185
1.654015,4.073796,4.124952,4.176185
1.654837,4.071323,4.123296,4.173692
1.654837,4.071323,4.123296,4.175354
1.654837,4.071323,4.123296,4.175354
1.654015,4.072972,4.125780,4.176185
1.654837,4.072972,4.124952,4.175354
1.654837,4.071323,4.123296,4.173692
1.654837,4.071323,4.122468,4.173692
1.654015,4.072972,4.124952,4.176185
1.654015,4.072972,4.125780,4.177016
1.654837,4.071323,4.123296,4.174523
1.654015,4.070499,4.123296,4.173692
1.654015,4.071323,4.124124,4.175354
1.653193,4.072972,4.124124,4.177016
1.654837,4.071323,4.123296,4.174523
1.654837,4.071323,4.123296,4.173692
1.654015,4.071323,4.123296,4.173692
1.654837,4.073796,4.125780,4.176185
1.654015,4.072972,4.124952,4.175354
1.654837,4.071323,4.123296,4.173692
1.654015,4.072148,4.123296,4.174523
1.653193,4.072972,4.124124,4.176185
1.653193,4.073796,4.124952,4.176185
1.654837,4.072972,4.123296,4.175354
1.654837,4.071323,4.122468,4.174523
1.654837,4.072148,4.123296,4.175354
1.653193,4.073796,4.124952,4.177016
1.655659,4.071323,4.123296,4.175354
1.655659,4.071323,4.121640,4.173692
1.654837,4.071323,4.122468,4.173692
1.654015,4.073796,4.124124,4.176185
1.654837,4.072972,4.124124,4.175354
1.654837,4.072148,4.123296,4.175354
1.654837,4.071323,4.121640,4.173692
1.654837,4.072148,4.122468,4.175354
1.654015,4.073796,4.124124,4.176185
1.653193,4.072972,4.123296,4.175354
1.654837,4.071323,4.121640,4.173692
1.654015,4.071323,4.122468,4.173692
1.654837,4.072972,4.124124,4.176185
1.654015,4.072148,4.123296,4.176185
1.654837,4.071323,4.121640,4.173692
1.654837,4.071323,4.121640,4.173692
1.654015,4.072972,4.123296,4.176185
1.654837,4.073796,4.123296,4.176185
1.654837,4.071323,4.122468,4.174523
1.655659,4.071323,4.122468,4.173692
1.654837,4.071323,4.122468,4.173692
1.653193,4.073796,4.123296,4.176185
1.654015,4.072972,4.123296,4.176185
1.654837,4.070499,4.121640,4.173692
1.654015,4.070499,4.122468,4.173692
1.654015,4.072148,4.123296,4.176185
1.654015,4.072972,4.124124,4.176185
1.654837,4.071323,4.122468,4.173692
1.654837,4.071323,4.122468,4.173692
1.654015,4.071323,4.122468,4.173692
1.654015,4.072148,4.124124,4.176185
1.654015,4.071323,4.123296,4.175354
1.654837,4.069675,4.122468,4.173692
1.654837,4.070499,4.122468,4.173692
1.654015,4.072148,4.124952,4.176185
1.654015,4.071323,4.123296,4.174523
1.654837,4.070499,4.122468,4.172861
1.654837,4.071323,4.123296,4.173692
1.654015,4.072972,4.124952,4.176185
1.654837,4.071323,4.122468,4.173692
1.654015,4.070499,4.122468,4.172861
1.654837,4.070499,4.123296,4.174523
1.653193,4.072972,4.124952,4.176185
1.654015,4.070499,4.122468,4.173692
1.653193,4.070499,4.122468,4.173692
1.654837,4.071323,4.123296,4.174523
1.653193,4.071323,4.124124,4.176185
1.654837,4.069675,4.123296,4.174523
1.654837,4.068851,4.122468,4.173692
1.654837,4.070499,4.123296,4.174523
1.654837,4.071323,4.124124,4.176185
1.655659,4.069675,4.121640,4.173692
1.654837,4.069675,4.122468,4.172861
1.654837,4.071323,4.123296,4.173692
1.653193,4.072148,4.124124,4.176185
1.654837,4.070499,4.121640,4.173692
1.654837,4.070499,4.121640,4.172861
1.654837,4.070499,4.123296,4.173692
1.654837,4.072148,4.123296,4.176185
1.654837,4.070499,4.121640,4.173692
1.654837,4.070499,4.121640,4.172861
1.654837,4.071323,4.122468,4.174523
1.654015,4.072148,4.123296,4.175354
1.654837,4.068851,4.120812,4.172861
1.654837,4.069675,4.120812,4.172030
1.654837,4.072972,4.124124,4.176185
1.655659,4.070499,4.122468,4.173692
1.655659,4.070499,4.121640,4.172861
1.654837,4.071323,4.122468,4.173692
1.654837,4.072972,4.124124,4.176185
1.655659,4.071323,4.121640,4.173692
1.655659,4.069675,4.120812,4.172861
1.654837,4.071323,4.122468,4.173692
1.654837,4.072148,4.123296,4.175354
1.655659,4.070499,4.120812,4.172861
1.654837,4.070499,4.121640,4.173692
1.654837,4.072148,4.123296,4.175354
1.654015,4.070499,4.123296,4.174523
1.654015,4.068851,4.121640,4.172861
1.654015,4.070499,4.122468,4.174523
1.653193,4.072972,4.123296,4.175354
1.654837,4.070499,4.120812,4.173692
1.654837,4.070499,4.120812,4.172030
1.653193,4.072148,4.122468,4.175354
1.654837,4.070499,4.122468,4.173692
1.654837,4.069675,4.120812,4.172861
1.654015,4.071323,4.122468,4.173692
1.654015,4.071323,4.123296,4.174523
1.654837,4.069675,4.121640,4.172861
1.655659,4.069675,4.121640,4.172861
1.653193,4.072148,4.123296,4.175354
1.654837,4.071323,4.123296,4.173692
1.654837,4.069675,4.121640,4.172861
1.654837,4.070499,4.121640,4.172861
1.654015,4.071323,4.123296,4.175354
1.654837,4.068851,4.120812,4.172030
1.654837,4.069675,4.120812,4.172030
1.654837,4.071323,4.124124,4.175354
1.654837,4.068851,4.121640,4.172861
1.654837,4.068851,4.120812,4.172030
1.654837,4.072148,4.123296,4.175354
1.654837,4.070499,4.121640,4.172861
1.654015,4.069675,4.120812,4.172030
1.654837,4.071323,4.122468,4.173692
1.654837,4.071323,4.122468,4.173692
1.655659,4.069675,4.120812,4.172030
1.654837,4.069675,4.121640,4.172861
1.654837,4.071323,4.123296,4.174523
1.655659,4.069675,4.120812,4.172861
1.654837,4.069675,4.121640,4.172030
1.653193,4.072148,4.123296,4.175354
1.654837,4.069675,4.121640,4.172861
1.654837,4.069675,4.120812,4.172030
1.654015,4.071323,4.122468,4.173692
1.654837,4.071323,4.122468,4.173692
1.654837,4.068851,4.120812,4.172030
1.654015,4.071323,4.122468,4.173692
1.654837,4.071323,4.122468,4.172861
1.654837,4.068851,4.120812,4.172030
1.654015,4.070499,4.121640,4.172861
1.653193,4.072148,4.123296,4.173692
1.654015,4.068851,4.120812,4.172030
1.654015,4.069675,4.121640,4.172861
1.654015,4.071323,4.122468,4.173692
1.655659,4.069675,4.120812,4.172030
1.654837,4.070499,4.122468,4.172861
1.654837,4.071323,4.123296,4.173692
1.654837,4.068851,4.120812,4.171199
1.654015,4.070499,4.122468,4.173692
1.654837,4.070499,4.121640,4.173692
1.654837,4.068851,4.120812,4.171199
1.654015,4.071323,4.122468,4.173692
1.655659,4.070499,4.121640,4.172861
1.654015,4.069675,4.121640,4.171199
1.654837,4.071323,4.122468,4.173692
1.654837,4.070499,4.121640,4.172030
1.654837,4.069675,4.120812,4.171199
1.654015,4.072148,4.123296,4.173692
1.654837,4.070499,4.121640,4.172030
1.654837,4.068851,4.120812,4.171199
1.654015,4.071323,4.123296,4.174523
1.654837,4.069675,4.119984,4.171199
1.654015,4.069675,4.120812,4.171199
1.654015,4.072148,4.123296,4.173692
1.654837,4.069675,4.120812,4.171199
1.654837,4.070499,4.121640,4.172861
1.654837,4.071323,4.122468,4.172861
1.654837,4.068851,4.120812,4.171199
1.654015,4.071323,4.122468,4.172861
1.654837,4.070499,4.121640,4.172030
1.654837,4.068851,4.120812,4.171199
1.654015,4.071323,4.123296,4.172861
1.654015,4.069675,4.120812,4.171199
1.654837,4.069675,4.120812,4.171199
1.654015,4.071323,4.122468,4.173692
1.654837,4.069675,4.120812,4.171199
1.654837,4.070499,4.121640,4.172030
1.654015,4.071323,4.122468,4.173692
1.654837,4.069675,4.119984,4.172030
1.654837,4.070499,4.121640,4.172861
1.654015,4.069675,4.121640,4.172030
1.654015,4.068851,4.120812,4.171199
1.654015,4.070499,4.122468,4.173692
1.654015,4.068851,4.120812,4.171199
1.654837,4.068851,4.120812,4.171199
1.654837,4.071323,4.122468,4.173692
1.654837,4.068851,4.120812,4.171199
1.654837,4.069675,4.121640,4.172861
1.654837,4.069675,4.120812,4.172861
1.655659,4.068851,4.119984,4.171199
1.654015,4.070499,4.123296,4.173692
1.655659,4.068851,4.120812,4.171199
1.654837,4.069675,4.120812,4.172030
1.654837,4.070499,4.121640,4.172861
1.654837,4.068851,4.120812,4.171199
1.654837,4.070499,4.121640,4.172861
1.654837,4.068851,4.120812,4.171199
1.654837,4.068027,4.120812,4.171199
1.654837,4.070499,4.122468,4.172030
1.654837,4.068851,4.120812,4.171199
1.655659,4.068851,4.120812,4.171199
1.654837,4.069675,4.122468,4.172030
1.654837,4.068027,4.121640,4.171199
1.654837,4.069675,4.123296,4.173692
1.655659,4.068027,4.120812,4.170368
1.654837,4.068851,4.121640,4.170368
1.654837,4.070499,4.123296,4.172861
1.654837,4.068027,4.120812,4.169537
1.654837,4.069675,4.122468,4.172030
1.654837,4.069675,4.121640,4.171199
1.654837,4.068851,4.120812,4.170368
1.654837,4.071323,4.122468,4.172030
1.655659,4.068027,4.120812,4.169537
1.654837,4.069675,4.122468,4.172030
1.655659,4.068851,4.122468,4.171199
1.655659,4.068027,4.120812,4.171199
1.654837,4.070499,4.122468,4.172030
1.654837,4.068027,4.120812,4.170368
1.654837,4.068851,4.122468,4.171199
1.654837,4.069675,4.120812,4.171199
1.654837,4.068851,4.120812,4.170368
1.654837,4.070499,4.121640,4.172861
1.654837,4.068851,4.120812,4.170368
1.654837,4.070499,4.122468,4.171199
1.654837,4.068851,4.120812,4.170368
1.654837,4.068851,4.120812,4.170368
1.654837,4.069675,4.121640,4.171199
1.655659,4.068027,4.120812,4.170368
1.654837,4.069675,4.123296,4.172030
1.654015,4.068851,4.120812,4.170368
1.654837,4.068851,4.120812,4.171199
1.654837,4.068851,4.121640,4.171199
1.654837,4.068851,4.120812,4.170368
1.654837,4.068851,4.121640,4.171199
1.654837,4.067203,4.120812,4.170368
1.654837,4.068851,4.121640,4.171199
1.655659,4.068027,4.120812,4.169537
1.655659,4.068851,4.120812,4.170368
1.654837,4.069675,4.121640,4.171199
1.655659,4.068027,4.120812,4.170368
1.654837,4.068851,4.121640,4.172030
1.654837,4.068027,4.120812,4.170368
1.654837,4.069675,4.121640,4.171199
1.655659,4.068851,4.120812,4.170368
1.655659,4.068851,4.120812,4.171199
1.655659,4.068851,4.120812,4.170368
1.654837,4.068851,4.119984,4.170368
1.655659,4.068851,4.120812,4.171199
1.654837,4.068851,4.120812,4.170368
1.654837,4.068851,4.120812,4.171199
1.655659,4.068851,4.120812,4.170368
1.654837,4.068851,4.119984,4.170368
1.655659,4.068851,4.120812,4.171199
1.654837,4.068851,4.119984,4.170368
1.655659,4.068851,4.120812,4.171199
1.654837,4.068851,4.120812,4.170368
1.654837,4.068851,4.120812,4.170368
1.654837,4.068027,4.120812,4.170368
1.654837,4.068851,4.120812,4.171199
1.655659,4.067203,4.119155,4.169537
1.654837,4.068027,4.119984,4.170368
1.654837,4.068027,4.119984,4.171199
1.655659,4.068027,4.119984,4.171199
1.654837,4.068027,4.119984,4.171199
1.655659,4.068027,4.119155,4.169537
1.654837,4.068851,4.119984,4.171199
1.654837,4.068027,4.119984,4.170368
1.654837,4.068851,4.119984,4.171199
1.654837,4.067203,4.119984,4.170368
1.654837,4.068027,4.120812,4.171199
1.654837,4.068851,4.119984,4.171199
1.654837,4.068851,4.119155,4.171199
1.654837,4.068851,4.119984,4.172030
1.655659,4.068027,4.119984,4.169537
1.654837,4.068851,4.119984,4.171199
1.654015,4.068027,4.119155,4.169537
1.654837,4.068851,4.119984,4.170368
1.654015,4.068851,4.119155,4.171199
1.654837,4.068851,4.119155,4.170368
1.654015,4.068851,4.119155,4.170368
1.654837,4.068851,4.119155,4.169537
1.655659,4.068851,4.119155,4.170368
1.654837,4.068851,4.119155,4.169537
1.654837,4.068851,4.119984,4.171199
1.655659,4.068027,4.118327,4.169537
1.654837,4.068027,4.118327,4.169537
1.654837,4.068027,4.119155,4.171199
1.654837,4.067203,4.118327,4.171199
1.654015,4.067203,4.119155,4.170368
1.654837,4.067203,4.118327,4.170368
1.654837,4.067203,4.118327,4.170368
1.654837,4.067203,4.119155,4.170368
1.655659,4.068027,4.118327,4.169537
1.654837,4.068027,4.118327,4.170368
1.654837,4.067203,4.118327,4.169537
1.654015,4.068027,4.118327,4.170368
1.654015,4.066379,4.118327,4.168706
1.654837,4.067203,4.118327,4.169537
1.654837,4.067203,4.118327,4.168706
1.654837,4.067203,4.118327,4.169537
1.654837,4.067203,4.119155,4.169537
1.654837,4.067203,4.118327,4.170368
1.654837,4.066379,4.119155,4.169537
1.654837,4.066379,4.119155,4.170368
1.654015,4.066379,4.118327,4.169537
1.654837,4.066379,4.119155,4.169537
1.654837,4.067203,4.118327,4.170368
1.654837,4.066379,4.118327,4.169537
1.654837,4.067203,4.119155,4.169537
1.654837,4.067203,4.119155,4.169537
1.654837,4.068027,4.119155,4.169537
1.655659,4.067203,4.119155,4.169537
1.655659,4.067203,4.118327,4.169537
1.654837,4.066379,4.119155,4.169537
1.654837,4.067203,4.119155,4.169537
1.654837,4.067203,4.118327,4.169537
1.655659,4.066379,4.118327,4.169537
1.654837,4.066379,4.119155,4.169537
1.654837,4.066379,4.118327,4.168706
1.654837,4.066379,4.118327,4.168706
1.654837,4.067203,4.118327,4.168706
1.654837,4.066379,4.118327,4.168706
1.655659,4.066379,4.118327,4.168706
1.654837,4.068027,4.118327,4.169537
1.654837,4.067203,4.118327,4.168706
1.654015,4.067203,4.118327,4.168706
1.654837,4.066379,4.118327,4.168706
1.654015,4.067203,4.118327,4.168706
1.654837,4.066379,4.118327,4.168706
1.654837,4.066379,4.118327,4.167875
1.654837,4.066379,4.118327,4.168706
1.654837,4.067203,4.118327,4.167875
1.654837,4.067203,4.118327,4.167875
1.655659,4.066379,4.118327,4.167875
1.655659,4.066379,4.118327,4.168706
1.655659,4.066379,4.118327,4.168706
1.654837,4.067203,4.117499,4.168706
1.654837,4.067203,4.118327,4.168706
1.654837,4.066379,4.117499,4.168706
1.654837,4.066379,4.117499,4.168706
1.654837,4.066379,4.118327,4.167875
1.655659,4.066379,4.118327,4.167875
1.655659,4.066379,4.117499,4.168706
1.654837,4.066379,4.118327,4.167875
1.656481,4.066379,4.118327,4.167875
1.654837,4.066379,4.118327,4.167875
1.655659,4.066379,4.117499,4.168706
1.656481,4.066379,4.118327,4.168706
1.655659,4.066379,4.118327,4.168706
1.656481,4.066379,4.118327,4.168706
1.655659,4.066379,4.117499,4.168706
1.655659,4.066379,4.118327,4.168706
1.655659,4.066379,4.118327,4.168706
1.654837,4.066379,4.118327,4.168706
1.655659,4.066379,4.117499,4.168706
1.654837,4.066379,4.118327,4.168706
1.654837,4.066379,4.117499,4.168706
1.654837,4.066379,4.117499,4.168706
1.654837,4.066379,4.118327,4.167875
1.655659,4.066379,4.117499,4.167875
1.654837,4.066379,4.117499,4.168706
1.655659,4.066379,4.118327,4.167875
1.655659,4.066379,4.118327,4.168706
1.654837,4.066379,4.118327,4.168706
1.655659,4.066379,4.117499,4.167875
1.655659,4.066379,4.118327,4.167875
1.654837,4.066379,4.118327,4.167875
1.654837,4.066379,4.118327,4.168706
1.654837,4.066379,4.118327,4.167875
1.654837,4.066379,4.118327,4.167875
1.655659,4.066379,4.117499,4.167875
1.654015,4.066379,4.117499,4.167875
1.655659,4.066379,4.118327,4.168706
1.654837,4.066379,4.118327,4.168706
1.654837,4.066379,4.118327,4.167875
1.654837,4.066379,4.118327,4.167875
1.654837,4.066379,4.118327,4.167875
1.654837,4.066379,4.118327,4.168706
1.654837,4.066379,4.118327,4.168706
1.654837,4.066379,4.117499,4.168706
1.654837,4.066379,4.117499,4.168706
1.655659,4.065554,4.118327,4.167875
1.654015,4.066379,4.118327,4.167875
1.655659,4.065554,4.118327,4.167875
1.655659,4.065554,4.117499,4.166213
1.654837,4.065554,4.117499,4.167044
1.655659,4.064730,4.116671,4.167044
1.656481,4.065554,4.117499,4.167875
1.655659,4.065554,4.116671,4.167044
1.655659,4.064730,4.116671,4.167044
1.655659,4.065554,4.117499,4.167044
1.655659,4.065554,4.117499,4.167875
1.656481,4.064730,4.117499,4.167044
1.655659,4.065554,4.117499,4.167044
1.655659,4.065554,4.117499,4.167875
1.656481,4.064730,4.116671,4.167044
1.655659,4.065554,4.116671,4.167044
1.655659,4.065554,4.116671,4.166213
1.655659,4.065554,4.116671,4.166213
1.655659,4.065554,4.116671,4.167044
1.655659,4.065554,4.116671,4.166213
1.656481,4.066379,4.117499,4.167044
1.656481,4.064730,4.116671,4.166213
1.656481,4.063906,4.116671,4.166213
1.656481,4.064730,4.116671,4.165381
1.655659,4.065554,4.117499,4.167044
1.656481,4.064730,4.116671,4.165381
1.656481,4.064730,4.116671,4.166213
1.655659,4.064730,4.116671,4.167044
1.656481,4.063906,4.115843,4.165381
1.655659,4.064730,4.117499,4.166213
1.656481,4.064730,4.116671,4.165381
1.655659,4.065554,4.117499,4.166213
1.656481,4.064730,4.115843,4.166213
1.655659,4.064730,4.115843,4.165381
1.655659,4.065554,4.116671,4.166213
1.657303,4.063906,4.115843,4.165381
1.654837,4.065554,4.116671,4.166213
1.656481,4.064730,4.116671,4.165381
1.654837,4.065554,4.116671,4.166213
1.654837,4.064730,4.115843,4.165381
1.654837,4.065554,4.117499,4.166213
1.655659,4.065554,4.116671,4.165381
1.656481,4.064730,4.115843,4.165381
1.655659,4.065554,4.116671,4.165381
1.657303,4.064730,4.115843,4.164550
1.656481,4.065554,4.116671,4.165381
1.656481,4.065554,4.115843,4.165381
1.656481,4.064730,4.116671,4.165381
1.656481,4.063906,4.115843,4.164550
1.655659,4.064730,4.116671,4.165381
1.656481,4.064730,4.115843,4.165381
1.656481,4.063906,4.115843,4.164550
1.655659,4.065554,4.117499,4.166213
1.656481,4.063906,4.115843,4.164550
1.655659,4.064730,4.116671,4.166213
1.656481,4.063906,4.115843,4.165381
1.655659,4.064730,4.116671,4.166213
1.654837,4.064730,4.115843,4.166213
1.655659,4.063906,4.115015,4.165381
1.654837,4.065554,4.115843,4.165381
1.655659,4.063906,4.115843,4.165381
1.655659,4.064730,4.115843,4.165381
1.656481,4.063906,4.115015,4.164550
1.655659,4.064730,4.116671,4.166213
1.655659,4.064730,4.115015,4.164550
1.655659,4.064730,4.115843,4.165381
1.655659,4.065554,4.115843,4.165381
1.657303,4.063906,4.114187,4.164550
1.656481,4.065554,4.116671,4.165381
1.657303,4.063906,4.114187,4.163719
1.656481,4.064730,4.115843,4.165381
1.656481,4.064730,4.115843,4.165381
1.655659,4.063906,4.115015,4.164550
1.656481,4.064730,4.115843,4.165381
1.657303,4.063906,4.113359,4.163719
